Universidade Federal da Bahia
Centro Universitário Tiradentes
Universidade Federal de Minas Gerais
Universidade Federal de Pernambuco
Universidade Estadual de Alagoas
Centro Universitário Cesmac
Universidade Federal do Rio de Janeiro
Pontifícia Universidade Católica do Rio de Janeiro
Universidade de São Paulo
Universidade Federal de Alagoas
